comment_id,video_id,channel_name,author_channel_id,comunidad_video,n_palabras_lexico,score_sentimiento,clase_sentimiento,contiene_negador
UgxWzoHDeFfVC7jrjzF4AaABAg,OkXlHx0hx-8,Noticias Telemundo,UCVdjCrh4tQoX3haNAZv-n5A,6,2,1.0,positivo,False
UgxWzoHDeFfVC7jrjzF4AaABAg.Aa9DdH5avRRAaB_gLYRAuw,OkXlHx0hx-8,Noticias Telemundo,UCi2KiZq63sRq8Mfbcp-MelQ,6,0,,sin señal léxica,False
UgxXGkvxY-TdtPROWcV4AaABAg,j43HgwYFKfk,Quorum,UCZeIIQrGAedW8tCbKWmGY-A,2,2,0.0,neutro,True
UgxXy9CurqMBEjFnVwF4AaABAg,ndAZjHqzzT8,Quorum,UCvcu1kR8xMYy_I1Ty-2mV2Q,3,1,3.0,positivo,False
UgxZFzh6jzOX7Avhk1h4AaABAg,n8iP75gIpmw,Quorum,UCFUuDARXdmmIrLppEqf-rFg,1,1,-1.0,negativo,True
Ugx_gjcVH5SlIKBNTGh4AaABAg,yLZS3JiEBg8,Quorum,UCCUmP4PlbwgikVFpYwbtRTg,3,1,3.0,positivo,False
Ugxb-sknzjBr3wecCw94AaABAg,06mFNPU0aB8,Noti7,UCfXykdbSU97rj987LDUGfvg,8,1,-1.0,negativo,True
Ugxb1xcC9SSJ_5vSArF4AaABAg,j43HgwYFKfk,Quorum,UC4Avya4kmR4Q0FrfFdBozSQ,2,4,-0.375,neutro,False
Ugxbz7-04jLwadBMK_p4AaABAg,n8iP75gIpmw,Quorum,UChep9kVb5gQmpodEEl10Xlg,1,2,-1.5,negativo,True
UgxcBa2IQb3I0JZcFax4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCtsxPYw8VUsH_FfnKg-0lmw,4,0,,sin señal léxica,False
UgxcGV8-rD83ACvM0954AaABAg,n8iP75gIpmw,Quorum,UCRlCV9zSn7avAWh-9_XFWqQ,1,2,-2.0,negativo,True
UgxctiUZJriWwsE0a6J4AaABAg,n8iP75gIpmw,Quorum,UCut6b9S98nv84cVX89PmKzA,1,4,0.25,neutro,True
Ugxd8fn-MEnc3SKPtid4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCfo_yUPzy1f1POwwZxhZ06Q,4,3,1.0,positivo,True
UgxdfjiT5_VBaeADj7h4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCV3fr-YOixFKCZBbJP1-X4w,4,1,2.0,positivo,False
Ugxe0MXeW4ziwUMTfF54AaABAg,n8iP75gIpmw,Quorum,UCTylKrsqkrBKIqubMu_5N0Q,1,0,,sin señal léxica,False
UgxeJQgzDc124jVv7Fx4AaABAg,j43HgwYFKfk,Quorum,UC5hvEnRUzI4Kfvwnyi4QxqQ,2,2,-0.25,neutro,False
Ugxf6gnAtXKqV1Q_zRd4AaABAg,WIUZtitfLRw,Quorum,UCVhif9eV0f8plICen2DnpKA,3,1,3.0,positivo,False
UgxfUxJfY_pjvu9318Z4AaABAg,n8iP75gIpmw,Quorum,UC1vr9aaMI2crB0NvwFHUeoQ,1,5,-2.0,negativo,True
UgxfnbtuhVQuDILnXj14AaABAg,n8iP75gIpmw,Quorum,UCEgEQmRbtL5fwr9_DqAC--g,1,1,-1.0,negativo,True
Ugxgxziq7k4s9WwmauB4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCIUhbSCy3-SGRe5UtqM4fzQ,5,4,0.16666666666666674,neutro,True
UgxiEgXuexKPtHEwAQJ4AaABAg,OkXlHx0hx-8,Noticias Telemundo,UCozFYHN0e_-vlQbX3wQGOug,6,3,-1.3333333333333333,negativo,True
UgxiEgXuexKPtHEwAQJ4AaABAg.Aa9HLCNywwKAa9OgyseDes,OkXlHx0hx-8,Noticias Telemundo,UCQMMuADgqWUOcJpLwHOzC-g,6,3,-1.3333333333333333,negativo,False
UgxiEgXuexKPtHEwAQJ4AaABAg.Aa9HLCNywwKAa9ZeEQh7n7,OkXlHx0hx-8,Noticias Telemundo,UC-QOpE7GOxlXcHZ8b7HbQKA,6,1,2.0,positivo,False
Ugxj76_NAyOnh_vsgMV4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UC0RpuMwkDKJYqgKHtsJRuWQ,5,1,2.0,positivo,False
UgxkcFai5KbeHyhGbnF4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UC-HeUTT6_g-VoiWds2a4H-w,4,1,3.0,positivo,False
Ugxl5bLZ1llR9fV0V0l4AaABAg,n8iP75gIpmw,Quorum,UC2Y_EHWQKevubk4vOEBBFxw,1,3,1.6666666666666667,positivo,False
UgxoLjEjkngSVGZvO1N4AaABAg,j43HgwYFKfk,Quorum,UCpsKOkt5iWTbenzeuq7dsmQ,2,0,,sin señal léxica,False
Ugxoc10_rBva4f6IW2N4AaABAg,n8iP75gIpmw,Quorum,UCwW2OFy95P7ZBkOPxWkpvYg,1,0,,sin señal léxica,False
UgxovP0Yh3_qrKdrKrp4AaABAg,yLZS3JiEBg8,Quorum,UCwEe1RKlEv1UpNWmWYfSh4w,3,5,-1.4,negativo,True
UgxpFKbiejsVGSNIcTh4AaABAg,n8iP75gIpmw,Quorum,UCQtICyzWmhC5woCtbNgaSmg,1,0,,sin señal léxica,False
UgxqEChOyWebtVaqy-V4AaABAg,n8iP75gIpmw,Quorum,UCDlr1VadSucIZgZ171pRBjQ,1,0,,sin señal léxica,False
UgxqSfWMWvqMX8tiC5x4AaABAg,n8iP75gIpmw,Quorum,UCHhHUjaMAZ8SiXdCUCj9DkQ,1,0,,sin señal léxica,False
UgxrZBO3MtEqcgXAIEN4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCxKR3RA8T-kxMgq_2WWhRcQ,5,8,1.25,positivo,False
UgxswojCyw1a0RuHVEp4AaABAg,3Nfp9h5avBI,Noticiero Guatevisión 13 Hrs.,UCJxJC56BSAX-ArD0NAb9qnQ,13,1,-2.0,negativo,False
UgxuO_1lX_-jTQfAzZx4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCqilIa8r7iek5sGYg_q6ofA,5,1,3.0,positivo,False
UgxudaO35O8XcM9Wu4t4AaABAg,3Nfp9h5avBI,Noticiero Guatevisión 13 Hrs.,UCyor0Mmm0ivLX2jIdyGp84Q,13,1,-1.0,negativo,True
UgxvgdNqovIhqUZDxUx4AaABAg,j43HgwYFKfk,Quorum,UCpe5jW3MIqkgTJ-PgkzvM6Q,2,0,,sin señal léxica,False
UgxvmbFNm6tYRX6yfLN4AaABAg,n8iP75gIpmw,Quorum,UCz3gu01bmjNv0DpRq-K3XYg,1,2,-2.0,negativo,False
Ugxvt0tvqY4UlDS2hoh4AaABAg,j43HgwYFKfk,Quorum,UCuXmOjxC-htcprLgeVXz6Tg,2,3,-0.16666666666666666,neutro,False
UgxvxNmPMdRuRDptJQN4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCNIeXbV_mEwpa412h1aqUWw,7,2,0.0,neutro,True
Ugxw_1trnd8loD3302V4AaABAg,n8iP75gIpmw,Quorum,UCySYJU5kUh7X8gVt9la2ISA,1,1,-1.0,negativo,True
UgxxNu7QTJHuAgFaEYN4AaABAg,n8iP75gIpmw,Quorum,UCHTGCgY2l-DQJIvlA_cpa_Q,1,2,-1.5,negativo,True
UgxxdDS3FUc53KWN3KF4AaABAg,OkXlHx0hx-8,Noticias Telemundo,UCPNXmbOBVeC4HS-xemvcPtQ,6,4,0.0,neutro,True
Ugxy4k7pO6jFtwyDyFp4AaABAg,n8iP75gIpmw,Quorum,UCtUR3_CAiE7fCoZHM6cMfyQ,1,0,,sin señal léxica,False
Ugxz9vnSvQJNt4YNbYV4AaABAg,WIUZtitfLRw,Quorum,UCGj2v6Gl5bN8NSrzJMXS-CA,3,2,-1.0,negativo,True
UgxzETIqBajjXFTGd_R4AaABAg,yLZS3JiEBg8,Quorum,UCbrtvygfRT6QXqWDNrOf-cA,3,3,-0.6666666666666666,negativo,True
UgxzN9_I9vkDCdX_8dN4AaABAg,n8iP75gIpmw,Quorum,UCOh6DaZC_x9HASnlRylEMfw,1,0,,sin señal léxica,True
Ugy0LbKWrqUFhWPRoKN4AaABAg,n8iP75gIpmw,Quorum,UCL1MT278vSaQ83ZDkVWn1gw,1,5,-1.0,negativo,True
Ugy0LbKWrqUFhWPRoKN4AaABAg.A7epXgDRFjZA7f-Z-rKQOV,n8iP75gIpmw,Quorum,UC8G5cJONY8L9voMyBW8Eoug,1,0,,sin señal léxica,True
Ugy0dVAcWghuyCdAVS54AaABAg,n8iP75gIpmw,Quorum,UC7VUuJr9cGh845CmTvf7TlQ,1,4,-0.75,negativo,True
Ugy1neHHTJYO0umhgLt4AaABAg,n8iP75gIpmw,Quorum,UCFhxtoeARHPnXXPcDrOU3Xg,1,1,1.0,positivo,False
Ugy2FaeBadbmVJj7F714AaABAg,n8iP75gIpmw,Quorum,UCAlzM_N6xBlMYmM8EBzX86Q,1,6,-1.5,negativo,True
Ugy4JA9MR8l_gkTNgWh4AaABAg,j43HgwYFKfk,Quorum,UClqA491Xa5fQcXcJJa-vTWw,2,0,,sin señal léxica,False
Ugy4ex02KEXL5UFGjw14AaABAg,n8iP75gIpmw,Quorum,UCHTGCgY2l-DQJIvlA_cpa_Q,1,0,,sin señal léxica,False
Ugy4utoHlyokVSeSi5h4AaABAg,n8iP75gIpmw,Quorum,UC3XTwHxygNCgjndsg-UiCQA,1,0,,sin señal léxica,False
Ugy4x4u9e1_xRoppaMF4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCvDwJBBY1mHK70aTEYl6rsA,4,4,0.0,neutro,True
Ugy5j8gzaawBk-mw5et4AaABAg,n8iP75gIpmw,Quorum,UCkd9W714-947dEE6ZOEBATA,1,1,-1.0,negativo,True
Ugy5lmf3RzzeJDUeqQd4AaABAg,ndAZjHqzzT8,Quorum,UCbrtvygfRT6QXqWDNrOf-cA,3,2,-2.0,negativo,True
Ugy6Qii72nfxIpYyuCR4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCV3fr-YOixFKCZBbJP1-X4w,4,1,2.0,positivo,False
Ugy6isIL3n6cvYbJG-94AaABAg,JkpVO1hx2f8,Quorum,UCWWkebAekppaL5b5CNlppuw,12,1,2.0,positivo,False
Ugy6y6DL1AgyNzNpfMZ4AaABAg,n8iP75gIpmw,Quorum,UCjmPuazZJzscrwvk0QR9RVw,1,4,0.75,positivo,True
Ugy7-QbaMzLjAO_vJMB4AaABAg,n8iP75gIpmw,Quorum,UCipetjeiWj4CZB6EbyYziZg,1,1,-2.0,negativo,False
Ugy7Dk5SDB_d3RFlHU94AaABAg,n8iP75gIpmw,Quorum,UCh5ESQvtzyHDhCA7XyekCFA,1,3,-1.6666666666666667,negativo,True
Ugy7b0JTkHodE4sTU_54AaABAg,WIUZtitfLRw,Quorum,UCZIQnb1fkwe39Iw2TAu-bGA,3,3,1.0,positivo,True
Ugy8csktFvR0eUZN4cp4AaABAg,n8iP75gIpmw,Quorum,UCTP3O0rMnc8z8v8jaDQwL0w,1,1,-1.0,negativo,True
UgyAcWsNSqIPesdI3nF4AaABAg,n8iP75gIpmw,Quorum,UCsUCN0Yq_UyTvKjOJLmNrnQ,1,2,1.0,positivo,True
UgyB52GZe4-PXJ2TqYB4AaABAg,j43HgwYFKfk,Quorum,UC3UVO7pTbeYvZ3ILEyRDskQ,2,0,,sin señal léxica,False
UgyBhR2qUXgMe2NJjRN4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCuP4UK33HKtJE_S39ksmaTw,7,2,-0.5,neutro,True
UgyC45vItnUiq1QrUtd4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UClsrFGJKWPxxw7MiaEdKLXw,7,4,-1.75,negativo,False
UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgvLAMzZ1A,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCg3eIfd7BrsLEqS0BLkftHA,7,0,,sin señal léxica,True
UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgwtbYMM1u,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCg3eIfd7BrsLEqS0BLkftHA,7,0,,sin señal léxica,False
UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgx6SmnMen,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCg3eIfd7BrsLEqS0BLkftHA,7,1,-1.0,negativo,True
UgyC9HUMcvW-e_nFJK14AaABAg,06mFNPU0aB8,Noti7,UCAxvOOHQk7dYPOajzFEVtbA,8,1,-1.0,negativo,True
UgyCFEFtEmhDbi91yCF4AaABAg,06mFNPU0aB8,Noti7,UCq3mDTTRZnUybct5M9OSXbg,8,0,,sin señal léxica,False
UgyCoulSuwV8jBnjbtN4AaABAg,n8iP75gIpmw,Quorum,UCGzXwyCzMzGmjmCbH3Hg01Q,1,0,,sin señal léxica,False
UgyD5CIXnbXNiM-a4VF4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UC0HvfEWozTHbwl_iEmJNvVA,4,3,-0.3333333333333333,neutro,True
UgyE6hk1g9jR7zB67lV4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UC14qlobYKqD-DO0j6b75lcA,4,2,2.5,positivo,False
UgyEM7_iOGkWV0SbNuB4AaABAg,n8iP75gIpmw,Quorum,UCiGRBf2RNF0WRKhRVT7zFoA,1,1,2.0,positivo,False
UgyFSrjeDvPsB0fKUdp4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCa36MjQLoPAmgJo-R3G8WQA,4,1,1.0,positivo,False
UgyHHYcKhbzXr6xEjth4AaABAg,06mFNPU0aB8,Noti7,UCjZgFEowMBrsjodqfovzdKw,8,1,-1.0,negativo,False
UgyHIuxG8A2lYDRB6vh4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UC3YpzAr7pcdKC7BVFEpYzog,4,2,0.0,neutro,True
UgyHIuxG8A2lYDRB6vh4AaABAg.A_zEyCTHfWFA_zWovudn2B,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCyJhqmMbsvjpoarBBStA2kg,4,2,0.5,neutro,True
UgyHcSyWHx2SKCg6db14AaABAg,j43HgwYFKfk,Quorum,UCQqlPPUGqAfWjd-FSh_qn7Q,2,1,-2.0,negativo,False
UgyIX1zx3bbc9DsK8VR4AaABAg,n8iP75gIpmw,Quorum,UC8r11yOugM2NuRfitQOxLLg,1,1,-1.0,negativo,False
UgyIfQ-oDt0uVFZIq9d4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCusjriFsDHEc2AOjqk-p5ig,7,8,1.0625,positivo,True
UgyIteBIiYe7DjUN3554AaABAg,ndAZjHqzzT8,Quorum,UCVC2QugcI1G4RvlCiUqd1aQ,3,1,3.0,positivo,False
UgyJ7QRY-X3DsJC-t-p4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UC5fvhAfm89JH8eDFdvc0xYw,5,0,,sin señal léxica,False
UgyJnStLEHxVNbAfd0p4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCAV7QIjYhbDJaycQycM_0eQ,7,3,1.0,positivo,True
UgyMRj1sNq6Xkrqepst4AaABAg,n8iP75gIpmw,Quorum,UC3E9mAgP7VoAE5mZoAexl5g,1,1,-1.0,negativo,True
UgyN-BmjI1Qyr5moi-x4AaABAg,n8iP75gIpmw,Quorum,UCB5p8a5gklc80jJItP6xTHg,1,0,,sin señal léxica,False
UgyNuIQ1W1M3g8ut6314AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UC1NiEdJ7gk6FlDexIalWnGg,4,4,-0.8125,negativo,True
UgyOyo4VyMiMOhqOkGd4AaABAg,yLZS3JiEBg8,Quorum,UCdQAuWwyC99MB7Y02Umj26Q,3,8,0.5,neutro,True
UgyPm-2rnRLPav43Bt14AaABAg,TT4qJ5FXHYE,Quorum,UCtowGNY2lnlg6O2CkwDgkLg,11,0,,sin señal léxica,False
UgyQQbXS_Q_JYcSefap4AaABAg,OkXlHx0hx-8,Noticias Telemundo,UCp_dAUfv8i3LW3zWc24dLaQ,6,0,,sin señal léxica,True
UgyQxncw9dtHgZFgp014AaABAg,UhL9y3KUl8E,Quorum,UC_NRVt2UP88ZNTwzrZ66JSg,16,3,2.0,positivo,False
UgyRmKHMG-ygpot6nY14AaABAg,j43HgwYFKfk,Quorum,UCylqlpsh8ENNM1LqgQ1KbxA,2,3,1.0,positivo,False
UgyS31-ujtXB5VmjBRV4AaABAg,j43HgwYFKfk,Quorum,UCRvPToDkkumha7WJAfCDk1A,2,1,-3.0,negativo,False
UgySlQlmZmrLAq5JsLx4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCPZueDLrCS4BmTBRMA4q0fA,7,2,0.5,neutro,True
UgySlQlmZmrLAq5JsLx4AaABAg.ALh5XYlqNufALhOuUP3UYB,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UC7IMsCxfZyWN7YQo8-JYa6Q,7,3,0.8333333333333334,positivo,True
UgySttznhywvGXZyF-N4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCHMQ_lDhibZ-XZ_3fo6oxwg,5,1,2.0,positivo,False
UgyVLVHQ4zNBKTTDxtp4AaABAg,n8iP75gIpmw,Quorum,UCpsKOkt5iWTbenzeuq7dsmQ,1,3,-1.6666666666666667,negativo,False
UgyWzgDknElvfn9oFJZ4AaABAg,j43HgwYFKfk,Quorum,UC7dadZG7kkGYnsNu6td0FbA,2,1,-2.0,negativo,False
UgyX06qZFc3cNK6223J4AaABAg,n8iP75gIpmw,Quorum,UCrJn_rbo_ENAdeqneS-RmRw,1,4,-2.0,negativo,True
UgyXTA5oFwzI70TKCUd4AaABAg,is3Mk5oC19g,TN23 Guatemala,UCFFrEmn6lPYiWyElpfzTy5Q,10,0,,sin señal léxica,False
UgyYPJkzW5rbOUI_vcd4AaABAg,TT4qJ5FXHYE,Quorum,UCNiMNUJvaRJb0_QLClqwVnA,11,1,3.0,positivo,False
UgyYRHeJlfB9VF69LSp4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCs_5qeqdku9tGAq22y3OcuQ,5,2,2.5,positivo,False
UgyYaWYhDStGYWDGkb94AaABAg,j43HgwYFKfk,Quorum,UCCBYcToQ2dwkd6TJh0FSyDg,2,1,2.0,positivo,False
UgyYh5BUgByoCy2qNBR4AaABAg,yLZS3JiEBg8,Quorum,UCxcoDvP-g2_KTZDmVZtvb3w,3,11,0.22727272727272727,neutro,True
UgyZ2zEvW_CClk8k15F4AaABAg,j43HgwYFKfk,Quorum,UCW-JC6lebVmf2P1dmY_L94g,2,3,2.3333333333333335,positivo,True
Ugy_6i8lJAd2eVIRNjx4AaABAg,j43HgwYFKfk,Quorum,UCgJNFj5dnxXpcMvmuhZDPxA,2,1,3.0,positivo,False
Ugy__nsWCBggw9EzOUd4AaABAg,n8iP75gIpmw,Quorum,UCFoIAE8k82D6AV-8gjjKaNg,1,5,0.4,neutro,True
Ugy__nsWCBggw9EzOUd4AaABAg.A7lbRpGUZoHA7nJxaD37u-,n8iP75gIpmw,Quorum,UCFjudnPLoaSL1BaRuLahyHg,1,1,1.5,positivo,False
Ugy_ejYOfCK6ERWL_dt4AaABAg,j43HgwYFKfk,Quorum,UCe8JZoYkX5oKUZyivHYdXhw,2,4,-0.5,neutro,True
Ugy_hCCLd8GwWbnIbsd4AaABAg,ndAZjHqzzT8,Quorum,UCnU8wO1OurAmGstDw6VGjgQ,3,20,0.5,neutro,True
Ugyav8Au2cT8yVfYgp54AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCf5lnNZF7Qrtli9v4N_23WQ,7,0,,sin señal léxica,False
Ugyb2uIeZGcNljNqap94AaABAg,j43HgwYFKfk,Quorum,UCW80DaMjQlEUibC98Cot-Dg,2,5,-0.7,negativo,False
UgycKHbiLBi0WcSs8sh4AaABAg,n8iP75gIpmw,Quorum,UCL13XhnRzbGokEkCkEOb0-g,1,1,-1.0,negativo,True
UgyciTatiqHr2BpFTqJ4AaABAg,j43HgwYFKfk,Quorum,UCDrmf9y9nLgFY5wnA2hTuGA,2,2,3.0,positivo,False
UgydkbyzemdvsBJrYxt4AaABAg,n8iP75gIpmw,Quorum,UCTD6q1nyIe3Y7HhqjaMj72w,1,2,-1.0,negativo,True
UgyeTw07aydjDqK4crN4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UC0aEyakBPqcBkVJiErfSupQ,5,0,,sin señal léxica,False
Ugyeb8_nptWKXnFXH8F4AaABAg,n8iP75gIpmw,Quorum,UChs3tU2BcKOT0CezykvAsGw,1,1,-1.0,negativo,True
Ugyejets0FNr0Zh-VuZ4AaABAg,n8iP75gIpmw,Quorum,UC650pRT-OYzny3GwOH8Cgfw,1,0,,sin señal léxica,False
UgyfMf4MkQsDKavjbLV4AaABAg,n8iP75gIpmw,Quorum,UC9vMq1YF-e7C-VO0SHkbUTA,1,1,-1.0,negativo,True
UgyhYgz2ilvm1-T5IW94AaABAg,j43HgwYFKfk,Quorum,UCWoAVGVqCn4xtINCMOTM4jg,2,5,-1.0,negativo,True
UgyiGiWPuiTR2hkzmVd4AaABAg,n8iP75gIpmw,Quorum,UCDPWkUX3sNNaCx-m1dV4glA,1,1,-2.0,negativo,False
UgyiegHTZAVz8J4Ogvt4AaABAg,j43HgwYFKfk,Quorum,UCsGoJEvb-cFPZ2rWoJcXzEQ,2,2,1.5,positivo,False
UgyihMW-pXKI2cEDqWx4AaABAg,n8iP75gIpmw,Quorum,UCXXh7yg5KUFIWylTiKVEFKQ,1,0,,sin señal léxica,False
UgyisqlInC7oBNbU95Z4AaABAg,n8iP75gIpmw,Quorum,UC5H8ASmMC9WrURmzeB4ySog,1,0,,sin señal léxica,False
Ugyk3PqfIuDEuXyeb494AaABAg,n8iP75gIpmw,Quorum,UCfM3nrxtTQMY5jFx1v1J4Gg,1,1,-2.0,negativo,False
UgykKTDDGdoiNQIuYJd4AaABAg,n8iP75gIpmw,Quorum,UCp4iw5_5SmV9VGTFSNVGOmQ,1,4,0.0,neutro,True
UgymHCpILRINq5oT_7B4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCIp19h9igblA2YKfSLPDAug,5,0,,sin señal léxica,False
UgymHZwhYtsW9EYkxdl4AaABAg,n8iP75gIpmw,Quorum,UCQtICyzWmhC5woCtbNgaSmg,1,1,-1.0,negativo,True
Ugynh0Cq17X889qHS0J4AaABAg,n8iP75gIpmw,Quorum,UCwha8rxULYMVtNwZWeSkE1A,1,1,-1.0,negativo,True
UgyoRKhs1yP8oKoD3uh4AaABAg,j43HgwYFKfk,Quorum,UCylqlpsh8ENNM1LqgQ1KbxA,2,0,,sin señal léxica,False
UgyoglGwyV2PhIAvHdt4AaABAg,j43HgwYFKfk,Quorum,UCHbwIx9pmQuf7i-4_xO2EpA,2,3,2.3333333333333335,positivo,False
UgyqA5EpXnBPn_uH-KB4AaABAg,j43HgwYFKfk,Quorum,UCu8_3-Wg-YzNyvHYQDEscfw,2,3,-0.3333333333333333,neutro,True
Ugyr_-OfFbHlc9uWhg94AaABAg,OkXlHx0hx-8,Noticias Telemundo,UCIgoiXdIKJyUGmUoH2Lxdzg,6,5,2.0,positivo,True
UgysnIFZt6-_f2iGbid4AaABAg,06mFNPU0aB8,Noti7,UCXN2s7DwTJm33xO-pNkAdaA,8,1,3.0,positivo,False
UgysqnYM0p-_jyWisMJ4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCgLrWFdYitoP-b7-PxtUr-w,5,0,,sin señal léxica,False
UgysslM7dkNnQ1JT7Mh4AaABAg,j43HgwYFKfk,Quorum,UCAKuKvcbfnBD3kF5njNu-IA,2,1,3.0,positivo,False
UgyuZ00FMdgmao7sNMx4AaABAg,n8iP75gIpmw,Quorum,UCFxE8GbokBrBsPEKM1xrOjQ,1,3,0.0,neutro,True
Ugyuk_4Gq9tbJjGZVRl4AaABAg,n8iP75gIpmw,Quorum,UCh5ESQvtzyHDhCA7XyekCFA,1,2,-1.0,negativo,True
UgyvMO5z1LjtvyRIIxd4AaABAg,is3Mk5oC19g,TN23 Guatemala,UCk4O-J1BhoqPmig1KLGJePA,10,2,-0.5,neutro,False
UgyvSxtnuw9xRiNU5tl4AaABAg,j43HgwYFKfk,Quorum,UCUoYsrx1oZnCZ0usbBJn4fA,2,1,2.0,positivo,False
UgyxvyPVCur3jgc_1mx4AaABAg,b_Hkrkl3adA,PrensaLibreOficial,UCHu8x4MVkayU6VgwVKd--MQ,9,1,-2.6666666666666665,negativo,True
UgyypM6Ts6Ut_EuFcdN4AaABAg,n8iP75gIpmw,Quorum,UC-jS_kA9w-OmpupXDx156Rg,1,0,,sin señal léxica,False
Ugyyx5lXrgFXsraCIMh4AaABAg,n8iP75gIpmw,Quorum,UC9vMq1YF-e7C-VO0SHkbUTA,1,1,-2.0,negativo,False
UgyzKNq94Z4Y2GSth514AaABAg,yLZS3JiEBg8,Quorum,UChT7pzGytNd92Nmvi-zuWog,3,0,,sin señal léxica,False
Ugyzgy-Lqlq6CTb4GPB4AaABAg,n8iP75gIpmw,Quorum,UChZknRmJkeGeQk0-mQuhDOg,1,3,-0.3333333333333333,neutro,True
UgyzzIxBoO0_7kX1EWJ4AaABAg,WIUZtitfLRw,Quorum,UCOARn3hnfkB7-_Rwa8Hoqcw,3,2,-0.25,neutro,False
Ugz-XNtfLx0lzcoHUXN4AaABAg,b_Hkrkl3adA,PrensaLibreOficial,UC9Wp6vL5oCU37qC3Aj94WZA,9,1,3.0,positivo,False
Ugz158DoUO_zyZlglG14AaABAg,06mFNPU0aB8,Noti7,UCIXLDYqR_syskKRJy_x9W9Q,8,0,,sin señal léxica,False
Ugz1TFgP101cP3SQAW94AaABAg,n8iP75gIpmw,Quorum,UCYN4wSQ1Sx4_LurxLlW7MPg,1,12,-0.08333333333333333,neutro,True
Ugz1VUKAy1iuwk_x2jN4AaABAg,yLZS3JiEBg8,Quorum,UCTTILH6QCIxbTnEWxwRqs1g,3,0,,sin señal léxica,False
Ugz1kbHjtN-jQUk3sWd4AaABAg,n8iP75gIpmw,Quorum,UC5bG9nc_JV3FsNP2KseQiYw,1,2,-1.5,negativo,True
Ugz200h27x5RIAnswQd4AaABAg,n8iP75gIpmw,Quorum,UCKDR0f2fu2UzWL8mBv5-BHw,1,4,0.25,neutro,True
Ugz26waEPWK6VtsenFZ4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCNIeXbV_mEwpa412h1aqUWw,7,1,1.0,positivo,False
Ugz26waEPWK6VtsenFZ4AaABAg.ALglV0O_2mtALgq1_mUSB_,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCbYoNG5J3Au5BqtbXogfEFw,7,0,,sin señal léxica,False
Ugz2Y0LOPaJfoV8R01d4AaABAg,n8iP75gIpmw,Quorum,UCl0ekS9Tt0jJGtOEM18S63w,1,0,,sin señal léxica,False
Ugz5OziU6YjREVjZJUZ4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCVQf0tzL7xRzFJsABVVULpg,7,2,0.5,neutro,False
Ugz6naDsqtHsbONkRBl4AaABAg,b_Hkrkl3adA,PrensaLibreOficial,UCsUCN0Yq_UyTvKjOJLmNrnQ,9,0,,sin señal léxica,False
Ugz76M4X7jXyiAqAC_d4AaABAg,n8iP75gIpmw,Quorum,UCsSXdJct-nsS8DsABoEsaYA,1,2,1.5,positivo,False
Ugz76M4X7jXyiAqAC_d4AaABAg.A7j4tx1RMDbA7oQQlZnZR4,n8iP75gIpmw,Quorum,UC9xr9QvIcDvoZNUX5f-jaZw,1,1,-1.0,negativo,True
